Name,Manufacturer,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine CC,Power,Seats,Mileage Km/L,Price
Maruti Celerio VXI AT,Maruti,Hyderabad,2014,44000,Petrol,Automatic,First,998,67.04,5,23.1,4.3
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,Hyderabad,2017,22500,Petrol,Manual,First,1197,81.86,5,18.9,5.99
Hyundai i20 1.2 Magna Executive,Hyundai,Delhi,2017,17431,Petrol,Manual,First,1197,81.83,5,18.6,6
Hyundai Verna 1.6 SX VTVT (O),Hyundai,Delhi,2014,61566,Petrol,Manual,First,1591,121.3,5,17.1,5.85
Land Rover Freelander 2 SE,Land,Kochi,2014,61730,Diesel,Automatic,First,2179,147.51,5,12.39,19.94
Maruti Swift VXI BSIII,Maruti,Chennai,2009,68000,Petrol,Manual,First,1298,88.2,5,16.1,2.9
Honda Amaze SX i-VTEC,Honda,Mumbai,2014,29000,Petrol,Manual,First,1198,86.7,5,18,4.25
Toyota Corolla Altis Diesel D4DG,Toyota,Hyderabad,2010,156210,Diesel,Manual,First,1364,87.2,5,21.43,5.99
Honda Amaze S Diesel,Honda,Kolkata,2013,46500,Diesel,Manual,First,1498,98.6,5,27.4,3.3
Audi A6 3.0 TDI quattro,Audi,Coimbatore,2009,52830,Diesel,Automatic,Second,2967,241.38,5,16.77,8.08
Maruti Wagon R VXI,Maruti,Jaipur,2017,39867,Petrol,Manual,First,998,67.04,5,22.5,4.5
Honda Mobilio E i DTEC,Honda,Hyderabad,2014,58972,Diesel,Manual,First,1498,98.6,7,24.2,6.5
Honda CR-V 2.4 4WD AT,Honda,Bangalore,2006,66000,Petrol,Automatic,Second,2354,152,5,10.1,3.9
Hyundai Verna 1.6 SX VTVT (O),Hyundai,Delhi,2013,52000,Petrol,Manual,First,1591,121.3,5,17.1,5.25
Hyundai Santa Fe 4x4 AT,Hyundai,Bangalore,2014,58000,Diesel,Automatic,First,2199,194.3,7,11.72,17
Hyundai i10 Sportz AT,Hyundai,Ahmedabad,2012,58000,Petrol,Automatic,First,1197,78.9,5,16.95,3.5
Ford Fusion Plus 1.4 TDCi Diesel,Ford,Hyderabad,2008,75000,Diesel,Manual,Second,1399,68,5,17.7,3
Hyundai i10 Sportz,Hyundai,Coimbatore,2015,41008,Petrol,Manual,Second,1197,78.9,5,20.36,4.87
Hyundai Xcent 1.1 CRDi SX Option,Hyundai,Jaipur,2014,65000,Diesel,Manual,First,1120,71,5,24.4,6
Skoda Superb Style 2.0 TDI AT,Skoda,Mumbai,2015,19000,Diesel,Automatic,First,1968,174.5,5,18.19,15.5
Ford Fiesta 1.4 Duratec EXI,Ford,Pune,2008,74000,Petrol,Manual,Second,1388,68,5,16.6,1.6
Maruti Baleno Zeta Automatic,Maruti,Pune,2017,33000,Petrol,Automatic,First,1197,83.1,5,21.4,7.25
Skoda Laura 1.9 TDI MT Ambiente,Skoda,Mumbai,2010,95000,Diesel,Manual,Second,1896,105,5,17,3.25
Volkswagen Vento 1.5 TDI Comfortline,Volkswagen,Kolkata,2012,34000,Diesel,Manual,First,1498,108.5,5,20.64,3.4
Audi Q7 3.0 TDI Quattro Technology,Audi,Coimbatore,2014,102865,Diesel,Automatic,First,2967,241.4,7,12.07,30.5
Hyundai Verna VTVT 1.6 SX Option,Hyundai,Kochi,2016,52378,Petrol,Manual,First,1591,121.3,5,17,7.97
Mercedes-Benz New C-Class 220 CDI AT,MercedesBenz,Delhi,2012,38000,Diesel,Automatic,First,2143,170,5,14.84,13.51
Honda Amaze S i-Dtech,Honda,Kochi,2015,60334,Diesel,Manual,First,1498,98.6,5,25.8,5.43
Ford Fiesta 1.4 Duratec EXI Limited Edition,Ford,Chennai,2010,107000,Petrol,Manual,First,1388,68,5,16.6,2.6
Hyundai i20 Magna Optional 1.2,Hyundai,Bangalore,2013,445000,Petrol,Manual,First,1197,82.9,5,18.5,4.45
Maruti Alto 800 LXI,Maruti,Kolkata,2017,2196,Petrol,Manual,First,796,47.3,5,22.74,2.75
BMW 5 Series 530i Sedan,BMW,Kolkata,2010,24000,Petrol,Automatic,First,2996,258,5,10.6,8.75
Fiat Grande Punto 1.4 Emotion,Fiat,Coimbatore,2015,44846,Petrol,Manual,Second,1368,88.7,5,14.6,5.41
Maruti Dzire AMT ZDI Plus,Maruti,Kochi,2018,64035,Diesel,Automatic,First,1248,73.75,5,28.4,8.55
Mahindra XUV500 W6 2WD,Mahindra,Mumbai,2014,45600,Diesel,Manual,First,2179,140,7,15.1,8.25
Volvo XC90 2007-2015 D5 AT AWD,Volvo,Kochi,2014,102001,Diesel,Automatic,First,2400,200,7,11.1,23.58
Hyundai i10 Sportz 1.2,Hyundai,Coimbatore,2014,47439,Petrol,Manual,First,1197,78.9,5,20.36,4.49
Toyota Fortuner 3.0 Diesel,Toyota,Hyderabad,2010,193254,Diesel,Manual,First,2982,171,7,11.5,12.99
Tata Nano XTA,Tata,Bangalore,2016,29000,Petrol,Automatic,First,624,37.48,4,21.9,2.8
Renault Lodgy 110PS RxZ 8 Seater,Renault,Coimbatore,2016,51681,Diesel,Manual,First,1461,108.5,8,19.98,8.43
Audi Q7 3.0 TDI Quattro Premium Plus,Audi,Hyderabad,2015,50000,Diesel,Automatic,First,2967,241.4,7,12.07,47.5
Honda City i VTEC CVT VX,Honda,Mumbai,2016,42666,Petrol,Automatic,First,1497,117.3,5,18,8.95
Renault Duster 110PS Diesel RxL,Renault,Jaipur,2013,65000,Diesel,Manual,Second,1461,108.45,5,19.01,5.5
Honda Amaze S i-VTEC,Honda,Jaipur,2014,18776,Petrol,Manual,First,1198,86.7,5,17.8,4.75
Honda Amaze S i-Vtech,Honda,Jaipur,2016,6714,Petrol,Manual,First,1198,86.7,5,18,4.75
BMW 3 Series 320i,BMW,Pune,2009,40000,Petrol,Automatic,Second,1995,154,5,12.05,9.5
Maruti Ritz LDi,Maruti,Coimbatore,2011,88539,Diesel,Manual,First,1248,73.94,5,23.2,3.77
Honda City 1.5 S MT,Honda,Delhi,2012,65055,Petrol,Manual,Second,1497,118,5,17,4.25
BMW 3 Series 320d Sport Line,BMW,Mumbai,2014,23000,Diesel,Automatic,First,1995,184,5,18.88,19.9
Volkswagen Jetta 2007-2011 1.9 TDI Trendline,Volkswagen,Chennai,2009,60000,Diesel,Manual,First,1896,105,5,15,4
Maruti Swift Dzire LXI,Maruti,Kochi,2013,59350,Petrol,Manual,First,1197,85.8,5,19.1,4.16
Jaguar XF 2.2 Litre Executive,Jaguar,Bangalore,2015,19000,Diesel,Automatic,Second,2179,187.7,5,16.36,38
Hyundai Xcent 1.2 Kappa AT SX Option,Hyundai,Kochi,2016,45560,Petrol,Automatic,First,1197,82,5,16.9,6.34
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Toyota,Pune,2009,118000,Diesel,Manual,First,2494,102,8,12.8,4.5
Maruti Eeco 7 Seater Standard,Maruti,Chennai,2016,55000,Petrol,Manual,First,1196,73,7,15.1,3.75
Audi A4 New 2.0 TDI Multitronic,Audi,Delhi,2012,60000,Diesel,Automatic,Second,1968,140.8,5,15.2,10.2
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Toyota,Chennai,2007,145000,Diesel,Manual,First,2494,102,8,12.8,5
Maruti Grand Vitara MT,Maruti,Mumbai,2008,46810,Petrol,Manual,First,1995,163.5,5,9.8,3.95
Volkswagen Vento 1.5 TDI Highline,Volkswagen,Coimbatore,2016,62767,Diesel,Manual,First,1498,103.2,5,20.34,9.75
Hyundai Elite i20 Petrol Asta,Hyundai,Kochi,2018,18553,Petrol,Manual,First,1197,81.86,5,18.6,7.93
Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,Hyderabad,2011,143143,Diesel,Manual,First,1399,67,5,17.8,2.1
Mitsubishi Pajero Sport 4X4,Mitsubishi,Coimbatore,2015,53497,Diesel,Manual,First,2477,175.56,7,13.5,16.42
Hyundai Santa Fe 4X4,Hyundai,Bangalore,2011,148000,Diesel,Manual,Second,2199,194.3,7,14.66,8.9
Mahindra XUV500 W8 2WD,Mahindra,Pune,2012,95000,Diesel,Manual,First,2179,140,7,15.1,7.21
Toyota Innova 2.5 V Diesel 8-seater,Toyota,Chennai,2015,100000,Diesel,Manual,First,2494,102,8,12.8,13.5
Mercedes-Benz GLE 350d,MercedesBenz,Chennai,2016,29000,Diesel,Automatic,First,2987,254.79,5,11.57,65
Mahindra Scorpio 2009-2014 SLE 7S BSIV,Mahindra,Bangalore,2014,87000,Diesel,Manual,First,2179,120,7,12.05,7.4
Honda City 1.5 S AT,Honda,Kochi,2014,56838,Petrol,Automatic,First,1497,118,5,16.8,5.15
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,MercedesBenz,Pune,2013,100000,Diesel,Automatic,First,2987,224,7,12,32
Honda City 1.5 S MT,Honda,Kolkata,2011,125000,Petrol,Manual,First,1497,118,5,17,3.25
Maruti Wagon R VXI AMT,Maruti,Kolkata,2017,17000,Petrol,Automatic,First,998,67,5,22.5,3.95
Tata Indigo eCS GLE BSIII,Tata,Pune,2013,70000,Petrol,Manual,Second,1193,65,5,15.4,1.5
Hyundai i20 2015-2017 1.2 Asta with AVN,Hyundai,Pune,2010,50000,Petrol,Manual,Second,1197,80,5,17,3
Honda Jazz Active,Honda,Kolkata,2010,39800,Petrol,Manual,First,1198,90,5,16,1.99
Maruti A-Star Lxi,Maruti,Kolkata,2010,60000,Petrol,Manual,First,998,66.1,5,19,1.35
BMW 3 Series 320d Highline,BMW,Hyderabad,2009,58000,Diesel,Automatic,First,1995,181,5,16.07,13.5
Skoda Yeti Elegance,Skoda,Hyderabad,2010,110009,Diesel,Manual,First,1968,138.08,5,17.67,6.99
Nissan Terrano XV Premium 110 PS,Nissan,Hyderabad,2013,85000,Diesel,Manual,First,1461,108.5,5,19.01,8.5
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Pune,2010,84000,Diesel,Manual,Second,1199,73.9,5,22.07,2.89
BMW 3 Series 320d,BMW,Mumbai,2011,51000,Diesel,Automatic,First,1995,190,5,22.69,10.5
Nissan Sunny 2011-2014 XL,Nissan,Kochi,2013,68880,Petrol,Manual,First,1498,97.7,5,16.95,3.97
Maruti Alto K10 VXI AGS,Maruti,Chennai,2017,5500,Petrol,Automatic,First,998,67.1,5,24.07,4.25
Maruti Ritz ZXI,Maruti,Coimbatore,2016,40052,Petrol,Manual,First,1197,85.8,5,21.1,6.17
Audi Q5 30 TDI quattro Premium Plus,Audi,Coimbatore,2016,47293,Diesel,Automatic,First,1968,174.3,5,14.16,38.72
Hyundai Verna CRDi SX,Hyundai,Hyderabad,2013,79663,Diesel,Manual,First,1493,110,5,16.8,6.5
Honda Amaze S i-Dtech,Honda,Jaipur,2013,63000,Diesel,Manual,Second,1498,98.6,5,25.8,4.25
Honda City i DTEC SV,Honda,Kolkata,2014,45000,Diesel,Manual,First,1498,98.6,5,26,4.75
Toyota Fortuner TRD Sportivo 2.8 2WD AT,Toyota,Kochi,2014,56501,Diesel,Automatic,First,2755,174.5,7,12.9,17.71
Volkswagen Vento 1.5 TDI Highline,Volkswagen,Jaipur,2015,58000,Diesel,Manual,First,1498,103.2,5,20.34,5.85
BMW 5 Series 520d Luxury Line,BMW,Coimbatore,2011,51602,Diesel,Automatic,First,1995,190,5,22.48,17.27
BMW 3 Series 320d Sedan,BMW,Hyderabad,2007,74199,Diesel,Automatic,First,1995,181,5,16.07,9.25
Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyundai,Ahmedabad,2017,25000,Petrol,Automatic,First,1591,121.3,5,13,12.75
BMW 3 Series Luxury Line,BMW,Pune,2016,70000,Diesel,Automatic,Second,1995,190,5,21.76,27
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,MercedesBenz,Bangalore,2013,25000,Diesel,Automatic,Second,2143,167.62,5,14.84,21
Maruti Swift Dzire VDI,Maruti,Hyderabad,2017,22000,Diesel,Manual,First,1248,74,5,26.59,7.95
Maruti Celerio ZXI,Maruti,Hyderabad,2015,47020,Petrol,Manual,Second,998,67.04,5,23.1,4.5
BMW 3 Series 320d GT Luxury Line,BMW,Mumbai,2017,8000,Diesel,Automatic,First,1995,187.74,5,19.59,33.75
Audi Q7 4.2 TDI Quattro Technology,Audi,Delhi,2010,73000,Diesel,Automatic,First,4134,335.2,7,11.33,17.51
Honda Jazz V,Honda,Kochi,2017,36973,Petrol,Manual,First,1199,88.7,5,18.2,6.8
Tata Nano Cx BSIV,Tata,Coimbatore,2014,42083,Petrol,Manual,First,624,37.48,4,25.4,1.68
Maruti Alto 800 2016-2019 LXI,Maruti,Chennai,2016,61000,Petrol,Manual,First,796,47.3,5,24.7,2.9
Maruti Wagon R VXI,Maruti,Mumbai,2014,43628,Petrol,Manual,First,998,67.04,5,22.5,3.16
Hyundai Xcent 1.1 CRDi Base,Hyundai,Jaipur,2014,60000,Diesel,Manual,First,1120,71,5,24.4,3.9
Chevrolet Beat LT,Chevrolet,Delhi,2010,54000,Petrol,Manual,Second,1199,76.8,5,17.8,1.95
Jaguar XF 2.2 Litre Luxury,Jaguar,Kochi,2015,27001,Diesel,Automatic,First,2179,187.7,5,16.36,26.52
Volkswagen Passat Diesel Highline 2.0 TDI,Volkswagen,Chennai,2010,52000,Diesel,Automatic,First,1968,167.7,5,18.33,9
Hyundai i20 Asta 1.4 CRDi,Hyundai,Hyderabad,2012,80000,Diesel,Manual,First,1396,88.76,5,21.27,4.5
Mitsubishi Pajero 2.8 SFX,Mitsubishi,Chennai,2008,160000,Diesel,Manual,First,2835,107.2,6,10.5,8.75
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Maruti,Chennai,2018,3300,Diesel,Automatic,First,1248,88.5,5,24.3,11.5
Maruti Alto K10 LXI,Maruti,Delhi,2016,35027,Petrol,Manual,First,998,67.1,5,24.07,3
Hyundai EON Magna Plus,Hyundai,Coimbatore,2015,26568,Petrol,Manual,First,814,55.2,5,21.1,3.79
Maruti Ciaz VDi Plus SHVS,Maruti,Ahmedabad,2015,59000,Diesel,Manual,First,1248,88.5,5,28.09,6
Hyundai Creta 1.6 CRDi SX Option,Hyundai,Bangalore,2016,51000,Diesel,Manual,First,1582,126.2,5,19.67,13.25
Skoda Superb Ambition 2.0 TDI CR AT,Skoda,Delhi,2012,56400,Diesel,Automatic,First,1968,138.1,5,17.2,8
Volkswagen Polo 1.5 TDI Highline,Volkswagen,Hyderabad,2015,80000,Diesel,Manual,First,1498,88.8,5,20.14,5.8
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,Hyderabad,2013,107000,Diesel,Manual,Second,2494,100.6,7,12.99,13.5
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,MercedesBenz,Pune,2014,100000,Diesel,Automatic,First,2143,203,5,14.21,25
Volkswagen Polo 1.5 TDI Highline,Volkswagen,Kochi,2016,59998,Diesel,Manual,First,1498,88.8,5,20.14,5.49
Audi Q3 2.0 TDI,Audi,Hyderabad,2013,105000,Diesel,Automatic,First,1968,150,5,17.32,19
Hyundai i20 1.2 Magna,Hyundai,Kolkata,2011,36000,Petrol,Manual,First,1197,80,5,18.5,2.5
Hyundai i10 Sportz 1.1L,Hyundai,Kolkata,2015,24350,Petrol,Manual,Second,1086,68.05,5,19.81,3
Tata Tigor 1.05 Revotorq XT,Tata,Kochi,2018,28973,Diesel,Manual,First,1047,69,5,24.7,6.64
Hyundai EON Era,Hyundai,Kochi,2017,8243,Petrol,Manual,First,814,55.2,5,21.1,3.21
Hyundai Santro Xing GLS,Hyundai,Chennai,2009,136642,Petrol,Manual,Second,1086,62.1,5,17.92,1.55
Hyundai Santro Xing GLS,Hyundai,Hyderabad,2011,60000,Petrol,Manual,First,1086,62.1,5,17.92,2.59
Mahindra Scorpio SLX,Mahindra,Chennai,2008,100000,Diesel,Manual,Second,2609,120,8,12.7,4
Honda City i-VTEC S,Honda,Jaipur,2010,48689,Petrol,Manual,First,1497,117.3,5,17.4,3.87
Maruti Vitara Brezza ZDi,Maruti,Bangalore,2017,45000,Diesel,Manual,First,1248,88.5,5,24.3,9.75
Audi A4 35 TDI Technology Edition,Audi,Kochi,2019,38163,Diesel,Automatic,First,1968,174.33,5,17.11,32.91
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,MercedesBenz,Chennai,2011,43800,Diesel,Automatic,Second,2143,203,5,14.21,16.75
Honda Civic 2006-2010 1.8 MT Sport,Honda,Jaipur,2007,92000,Petrol,Manual,First,1799,130,5,13.5,1.9
Hyundai i20 Magna 1.2,Hyundai,Kochi,2017,14064,Petrol,Manual,First,1197,81.83,5,18.6,6.59
Audi Q3 35 TDI Quattro Premium Plus,Audi,Coimbatore,2017,42366,Diesel,Automatic,First,1968,174.33,5,15.73,31.93
Honda City i DTEC VX,Honda,Jaipur,2014,76551,Diesel,Manual,First,1498,98.6,5,25.1,7.25
Hyundai i10 Era 1.1 iTech SE,Hyundai,Pune,2008,72672,Petrol,Manual,First,1086,68.05,5,19.81,1.9
Maruti Swift VDI BSIV,Maruti,Kolkata,2015,45000,Diesel,Manual,First,1248,74,5,25.2,3.55
Ford Endeavour 3.0L 4X4 AT,Ford,Hyderabad,2012,91696,Diesel,Automatic,First,2953,153.86,7,11.4,9.25
Ford Ikon 1.3 Flair,Ford,Kochi,2009,66484,Petrol,Manual,First,1299,70,5,13.8,1.65
BMW X1 sDrive 20d xLine,BMW,Coimbatore,2019,15456,Diesel,Automatic,First,1995,190,5,20.68,36.64
Mercedes-Benz E-Class 2009-2013 E250 CDI Classic,MercedesBenz,Mumbai,2011,55000,Diesel,Automatic,Second,2143,203,5,14.21,16
Maruti Eeco 5 STR With AC Plus HTR CNG,Maruti,Kochi,2019,21112,CNG,Manual,First,1196,73,5,15.1,5.38
Honda Amaze S i-Dtech,Honda,Ahmedabad,2014,61297,Diesel,Manual,First,1498,98.6,5,25.8,4.35
Maruti Zen LXi - BS III,Maruti,Hyderabad,2006,80000,Petrol,Manual,Second,993,60,5,17.3,1.2
Hyundai i20 Magna,Hyundai,Jaipur,2013,59000,Petrol,Manual,Second,1197,80,5,18.5,4.1
BMW X5 3.0d,BMW,Chennai,2009,150000,Diesel,Automatic,First,2993,235,5,11,18.75
Hyundai Creta 1.6 CRDi SX Option,Hyundai,Coimbatore,2017,60083,Diesel,Manual,First,1582,126.2,5,19.67,13.78
Maruti Swift Dzire LDI,Maruti,Kolkata,2016,85450,Diesel,Manual,First,1248,74,5,26.59,4
Maruti Swift VDI,Maruti,Jaipur,2013,88000,Diesel,Manual,First,1248,74,5,22.9,4.33
Hyundai Grand i10 1.2 CRDi Asta,Hyundai,Kochi,2015,81828,Diesel,Manual,First,1186,73.97,5,24,5.43
Ford Figo Aspire 1.2 Ti-VCT Trend,Ford,Mumbai,2016,18000,Petrol,Manual,First,1196,86.8,5,18.16,4.9
BMW X5 X5 M,BMW,Chennai,2017,15000,Diesel,Automatic,First,2993,258,5,15.97,70
Mercedes-Benz New C-Class C 220 CDI Celebration Edition,MercedesBenz,Kolkata,2016,34000,Diesel,Automatic,First,2143,167.62,5,11.78,25.5
Hyundai Grand i10 AT Asta,Hyundai,Ahmedabad,2015,46000,Petrol,Automatic,First,1197,82,5,18.9,5.1
Hyundai Verna 1.6 SX CRDi (O),Hyundai,Hyderabad,2013,48158,Diesel,Manual,First,1582,126.32,5,22.32,6.7
BMW 5 Series 525d Sedan,BMW,Hyderabad,2013,93000,Diesel,Automatic,First,2993,218,5,16.73,26.5
Nissan Micra Diesel XV Premium,Nissan,Ahmedabad,2013,71007,Diesel,Manual,First,1461,63.1,5,23.08,3.9
Maruti SX4 ZXI MT BSIV,Maruti,Pune,2010,63067,Petrol,Manual,Second,1586,103.3,5,15.5,2.7
Tata Manza Aura Quadrajet BS IV,Tata,Hyderabad,2011,70259,Diesel,Manual,First,1248,88.8,5,21.12,2.95
Audi A4 2.0 TDI Multitronic,Audi,Ahmedabad,2015,13000,Diesel,Automatic,First,1968,140,5,16.55,23
Maruti Swift Ldi BSIV,Maruti,Pune,2009,140000,Diesel,Manual,Second,1248,75,5,17.8,2.49
Maruti Swift LDI Optional,Maruti,Jaipur,2015,130000,Diesel,Manual,First,1248,74,5,25.2,4.5
Toyota Corolla Altis Diesel D4DJ,Toyota,Delhi,2011,89401,Diesel,Manual,First,1364,87.2,5,21.43,4.5
Honda Jazz 1.5 VX i DTEC,Honda,Hyderabad,2015,67000,Diesel,Manual,First,1498,98.6,5,27.3,6.9
BMW 6 Series 650i Coupe,BMW,Kochi,2010,65329,Petrol,Automatic,First,4395,450,4,7.94,20.72
Skoda Fabia 1.2 Petrol Active,Skoda,Jaipur,2010,72000,Petrol,Manual,First,1198,73.9,5,16.25,2.21
Fiat Siena 1.2 ELX,Fiat,Jaipur,2001,70000,Petrol,Manual,Third,1242,74,5,0,0.55
Land Rover Freelander 2 HSE,Land,Mumbai,2011,82000,Diesel,Automatic,Second,2179,187.74,5,12.35,13.9
Ford Fiesta 1.6 ZXi Duratec,Ford,Pune,2010,85000,Petrol,Manual,First,1596,101,5,15.3,1.46
Hyundai Verna SX CRDi AT,Hyundai,Pune,2012,83000,Diesel,Automatic,First,1582,126.32,5,19.08,6
Renault KWID 1.0 RXT Optional,Renault,Jaipur,2016,26000,Petrol,Manual,First,999,67,5,21.7,3
Tata Indica Vista Quadrajet 90 ZX Plus,Tata,Delhi,2012,27000,Diesel,Manual,First,1248,88.8,5,22.3,3.5
Hyundai i20 Active 1.4 SX,Hyundai,Kochi,2018,37746,Diesel,Manual,First,1396,88.73,5,21.19,7.59
Maruti SX4 Zxi BSIII,Maruti,Mumbai,2009,63274,Petrol,Manual,Second,1586,104.68,5,15,1.99
Renault KWID RXT,Renault,Hyderabad,2016,25000,Petrol,Manual,First,799,53.3,5,25.17,3.8
Mahindra Xylo E4 ABS BS III,Mahindra,Bangalore,2013,197000,Diesel,Manual,First,2498,112,7,11.68,4
Hyundai EON D Lite Plus,Hyundai,Bangalore,2013,45010,Petrol,Manual,Second,814,55.2,5,21.1,2.95
Honda Amaze VX i-DTEC,Honda,Delhi,2013,75348,Diesel,Manual,First,1498,98.6,5,25.8,3.75
Volkswagen Polo Diesel Highline 1.2L,Volkswagen,Kolkata,2010,90110,Diesel,Manual,First,1199,73.9,5,22.07,2.5
Honda City 1.5 V MT,Honda,Pune,2011,102013,Petrol,Manual,First,1497,118,5,17,3.75
Toyota Fortuner 4x2 AT,Toyota,Pune,2015,36000,Diesel,Automatic,First,2982,168.5,7,12.55,22
Honda Amaze E i-Vtech,Honda,Kochi,2017,37578,Petrol,Manual,First,1198,86.7,5,18,6.14
BMW 1 Series 118d Base,BMW,Pune,2015,46001,Diesel,Automatic,First,1995,143,5,20.58,16
Maruti Celerio VXI AT,Maruti,Hyderabad,2014,46559,Petrol,Automatic,First,998,67.04,5,23.1,3.75
Toyota Innova 2.5 GX (Diesel) 8 Seater,Toyota,Mumbai,2015,48000,Diesel,Manual,First,2494,100.6,8,12.99,11.75
Jaguar XF 2.2 Litre Luxury,Jaguar,Pune,2013,46000,Diesel,Automatic,Second,2179,187.7,5,16.36,24
Honda WRV i-VTEC VX,Honda,Hyderabad,2017,15000,Petrol,Manual,First,1199,88.7,5,17.5,8.9
BMW X1 sDrive20d,BMW,Chennai,2012,85000,Diesel,Automatic,Third,1995,184,5,17.05,10
Skoda Rapid 1.6 MPI AT Elegance,Skoda,Mumbai,2014,32000,Petrol,Automatic,First,1598,103.5,5,14.3,5.55
Volkswagen Vento 1.6 Comfortline,Volkswagen,Kochi,2012,60818,Petrol,Manual,First,1598,103.5,5,16.09,3.59
Ford EcoSport 1.5 TDCi Trend Plus BE,Ford,Coimbatore,2019,35188,Diesel,Manual,First,1498,98.59,5,22.77,11.13
Mahindra XUV500 W6 2WD,Mahindra,Jaipur,2012,110000,Diesel,Manual,First,2179,140,7,15.1,7.2
Ford Fiesta Classic 1.4 Duratorq LXI,Ford,Mumbai,2014,61000,Diesel,Manual,First,1388,67,5,18.6,2.98
Hyundai Santro Xing GLS,Hyundai,Pune,2010,75000,Petrol,Manual,Second,1086,62.1,5,17.92,1.7
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,MercedesBenz,Delhi,2015,55000,Diesel,Automatic,First,2987,224,7,12,52
Maruti Alto LXi BSII,Maruti,Pune,2003,69966,Petrol,Manual,First,796,46.3,5,19.7,0.95
Honda City i VTEC VX Option,Honda,Mumbai,2016,42000,Petrol,Manual,First,1497,117.3,5,17.8,9.25
Hyundai Santa Fe 2WD AT,Hyundai,Bangalore,2014,48000,Diesel,Automatic,First,2199,194.3,7,13.01,16.25
Mercedes-Benz GLA Class 200 CDI SPORT,MercedesBenz,Kolkata,2015,35000,Diesel,Automatic,First,2143,136,5,17.9,20.99
Toyota Innova 2.5 G4 Diesel 8-seater,Toyota,Chennai,2005,128000,Diesel,Manual,Second,2494,102,8,12.8,4.25
BMW 3 Series 320d Sedan,BMW,Bangalore,2008,78000,Diesel,Automatic,Second,1995,181,5,16.07,7.2
Maruti Swift ZXI,Maruti,Hyderabad,2011,53080,Petrol,Manual,First,1197,85.8,5,18.6,4.4
Volkswagen Vento Petrol Highline,Volkswagen,Pune,2011,66000,Petrol,Manual,Second,1598,103.6,5,15.04,4.25
Maruti Ertiga VXI,Maruti,Ahmedabad,2012,25000,Petrol,Manual,First,1373,93.7,7,16.02,5.35
Hyundai Grand i10 AT Asta,Hyundai,Coimbatore,2016,36139,Petrol,Automatic,Second,1197,82,5,18.9,6.3
Hyundai Creta 1.6 CRDi SX,Hyundai,Delhi,2017,44000,Diesel,Manual,First,1582,126.2,5,19.67,12.5
Audi A6 3.0 TDI quattro,Audi,Ahmedabad,2008,50000,Diesel,Automatic,Second,2967,241.38,5,16.77,7.5
Mahindra XUV500 W8 1.99 mHawk,Mahindra,Delhi,2016,81177,Diesel,Manual,First,1997,140,7,16,11.25
Ford EcoSport 1.5 Ti VCT AT Titanium BE,Ford,Mumbai,2016,26000,Petrol,Automatic,First,1499,110.4,5,16.05,7.65
Hyundai Xcent 1.1 CRDi Base,Hyundai,Mumbai,2016,100000,Diesel,Manual,First,1120,71,5,24.4,4.5
Volkswagen Vento 1.5 TDI Comfortline AT,Volkswagen,Hyderabad,2014,75000,Diesel,Automatic,First,1498,103.2,5,21.21,7.5
Mercedes-Benz S-Class 280 AT,MercedesBenz,Kochi,2004,119859,Petrol,Automatic,First,2987,210,5,13,7.1
Hyundai i10 Magna,Hyundai,Mumbai,2010,55980,Petrol,Manual,First,1197,78.9,5,20.36,2.25
Audi A4 35 TDI Technology Edition,Audi,Hyderabad,2015,30000,Diesel,Automatic,First,1968,174.33,5,17.11,27
Hyundai i20 Sportz 1.4 CRDi,Hyundai,Pune,2012,49700,Diesel,Manual,Second,1396,88.76,5,21.9,4.18
Hyundai Verna 1.4 EX,Hyundai,Chennai,2013,79000,Diesel,Manual,First,1396,88.7,5,23.5,6.5
Honda City 1.5 V MT,Honda,Delhi,2010,65100,Petrol,Manual,First,1497,118,5,17,3.15
Maruti Ertiga VDI,Maruti,Pune,2016,54161,Diesel,Manual,First,1248,88.5,7,25.47,7.64
Maruti Alto LXi BSII,Maruti,Hyderabad,2011,28619,Petrol,Manual,First,796,46.3,5,19.7,2.4
Maruti Wagon R AMT VXI,Maruti,Mumbai,2016,9000,Petrol,Automatic,First,998,67,5,20.51,4.25
Hyundai Verna 1.6 CRDi AT SX,Hyundai,Kochi,2016,42876,Diesel,Automatic,First,1582,126.2,5,19.08,9.31
Maruti Alto LXi BSIII,Maruti,Bangalore,2011,64000,Petrol,Manual,First,796,46.3,5,19.7,2.39
Volkswagen Vento 1.6 Comfortline,Volkswagen,Kochi,2018,20488,Petrol,Manual,Second,1598,103.5,5,16.09,7.64
